folioviv,combustible2,estufa3,electricidad,refri,radio_tv,telefono4
807474902,0,0,0,0,0,0
807474903,0,0,0,0,0,0
807474904,0,0,0,0,0,0
807474905,0,0,0,0,0,0
807602302,0,0,0,0,0,0
807602303,0,0,0,0,0,0
807602304,0,0,0,0,0,0
807602305,0,0,0,0,0,0
807602306,0,0,0,0,1,0
807666201,0,0,0,0,0,0
807666202,0,0,0,0,0,0
807666203,0,0,0,0,0,0
807666204,0,0,0,0,0,0
807666205,0,0,0,0,0,0
807666206,0,0,0,0,0,0
807729401,0,0,0,0,0,0
807729402,0,0,0,0,0,0
807729404,0,0,0,0,0,0
807729405,0,0,0,0,0,0
807729406,0,0,0,0,0,0
807733502,0,0,0,0,0,0
807733503,0,0,0,0,0,0
807733504,0,0,0,0,0,0
807733505,0,0,0,0,0,0
807733506,0,0,0,0,0,0
807738601,0,0,0,0,0,0
807738602,0,0,0,0,0,0
807738603,0,0,0,0,0,0
807738604,0,0,0,0,0,1
807738605,0,0,0,0,0,0
807738606,0,0,0,0,1,0
807776902,0,0,0,0,0,0
807776903,0,0,0,0,0,0
807776904,0,0,0,0,0,0
807776905,0,0,0,0,0,0
807827301,0,0,0,0,0,0
807827302,0,0,0,0,0,0
807827303,0,0,0,0,0,0
807827304,0,0,0,0,0,0
807827305,0,0,0,0,0,0
807827306,0,0,0,0,0,0
807947701,0,0,0,0,0,0
807947702,0,0,0,1,0,0
807947704,0,0,0,0,0,0
807947705,0,0,0,0,0,0
807947706,0,0,0,0,0,0
808029201,0,0,0,0,0,0
808029202,0,0,0,0,0,0
808029203,0,0,0,0,0,0
808029204,0,0,0,0,0,1
808029205,0,0,0,0,0,0
808029206,0,0,0,0,0,0
808029407,0,0,0,0,0,0
808029408,0,0,0,0,0,0
808029409,0,0,0,0,0,0
808029410,0,0,0,1,1,0
808029411,0,0,0,0,0,0
808029513,0,0,0,0,0,0
808029514,0,0,0,0,0,0
808029515,0,0,0,0,0,0
808029516,0,0,0,0,0,0
808029517,0,0,0,0,0,0
808029518,0,0,0,0,0,0
808029619,0,0,0,0,0,0
808029620,0,0,0,0,0,0
808029622,0,0,0,0,0,0
808029623,0,0,0,0,0,0
808029624,0,0,0,0,0,0
808096309,0,0,0,0,0,0
808096312,0,0,0,0,0,0
808096713,0,0,0,0,0,0
808096715,0,0,0,0,0,0
808096716,0,0,0,0,0,0
808096717,0,0,0,0,0,0
808096819,0,0,0,0,0,0
808096821,0,0,0,0,0,0
808096822,0,0,0,0,0,0
808096823,0,0,0,0,0,0
808096824,0,0,0,0,0,0
808096902,0,0,0,0,0,0
808096904,0,0,0,0,0,0
808096905,0,0,0,0,0,0
808135004,0,0,0,0,0,0
808135006,0,0,0,0,0,0
808135208,0,0,0,0,0,0
808135210,0,0,0,0,0,0
808135211,0,0,0,0,1,0
808135212,0,0,0,0,0,1
808135414,0,0,0,0,0,0
808135418,0,0,0,0,0,0
808135520,0,0,0,0,0,0
808135521,0,0,0,0,0,0
808135523,0,0,0,0,0,0
808135524,0,0,0,0,0,1
808265313,0,0,0,0,0,0
808265314,0,0,0,0,0,0
808265315,0,0,0,0,0,0
808265316,0,0,0,0,0,0
808265317,0,0,0,0,0,1
808265318,0,0,0,0,0,0
808265601,0,0,0,0,0,0
808265603,0,0,0,0,0,0
808265604,0,0,0,0,0,0
808265605,0,0,0,0,0,0
808265606,0,0,0,0,0,0
808265720,0,0,0,0,0,0
808265721,0,0,0,0,0,0
808265722,0,0,0,0,1,0
808265723,0,0,0,0,0,0
808265724,0,0,0,0,0,0
808265907,0,0,0,0,0,0
808265908,0,0,0,0,0,0
808265909,0,0,0,0,0,0
808265911,0,0,0,0,0,0
808267007,0,0,0,0,0,0
808267009,0,0,0,0,0,0
808267012,0,0,0,1,0,1
808267213,0,0,0,0,0,0
808267214,0,0,0,0,0,0
808267215,0,0,0,0,0,0
808267216,0,0,0,0,0,0
808267217,0,0,0,0,0,0
808267218,0,0,0,1,0,0
808267420,0,0,0,0,0,0
808267421,0,0,0,0,0,0
808267422,0,0,0,0,0,0
808267423,0,0,0,0,0,0
808267424,0,0,0,0,0,0
808267801,0,0,0,0,0,0
808267802,0,0,0,1,1,0
808267803,0,0,0,0,0,0
808267804,0,0,0,0,0,0
808267805,0,0,0,0,0,0
808267806,0,0,0,0,0,0
808318319,0,0,0,0,0,0
808318321,0,0,0,0,0,0
808318322,0,0,0,0,0,0
808318607,0,0,0,0,0,0
808318608,0,0,0,1,1,0
808318913,0,0,0,0,0,0
808318914,0,0,0,0,0,0
808318915,0,0,0,0,0,0
808325013,0,0,0,0,0,0
808325014,0,0,0,0,0,1
808325015,0,0,0,0,0,0
808325016,0,0,0,0,0,0
808325018,0,0,0,0,0,0
808325219,0,0,0,0,0,0
808325221,0,0,0,0,1,0
808325223,0,0,0,0,0,0
808325224,0,0,0,0,0,0
808325701,0,0,0,0,0,0
808325704,0,0,0,1,0,0
808325807,0,0,0,0,0,0
808325808,0,0,0,0,0,0
808325809,0,0,0,0,0,0
808342402,0,0,0,0,0,0
808342403,0,0,0,0,0,0
808342406,0,0,0,0,0,0
808342508,0,0,0,0,0,0
808342510,0,0,0,0,0,0
808342511,0,0,0,0,0,1
808342512,0,0,0,0,0,0
808342613,0,0,0,0,0,1
808342615,0,0,0,0,0,0
808342616,0,0,0,0,0,0
808342618,0,0,0,0,0,0
808342920,0,0,0,0,0,0
808342922,0,0,0,0,0,0
808342923,0,0,0,0,1,0
808342924,0,0,0,0,0,0
808529707,0,0,0,0,0,0
808529710,0,0,0,0,0,0
808529712,0,0,0,0,0,0
808535410,0,0,0,0,0,0
808535514,0,0,0,0,0,0
808535516,0,0,0,0,0,0
808535620,0,0,0,0,0,0
808535624,0,0,0,0,0,0
808583307,0,0,0,0,0,0
808583308,0,0,0,0,0,0
808583309,0,0,0,0,0,0
808583310,0,0,0,0,0,0
808583311,0,0,0,0,0,0
808583312,0,0,0,0,0,0
808583713,0,0,0,0,0,0
808583714,0,0,0,0,0,0
808583715,0,0,0,0,0,0
808583716,0,0,0,0,0,0
808583717,0,0,0,0,0,0
808583819,0,0,0,0,0,0
808583820,0,0,0,0,0,0
808583821,0,0,0,0,0,0
808583822,0,0,0,0,1,0
808583823,0,0,0,0,0,0
808583824,0,0,0,0,0,0
808583901,0,0,0,0,0,0
808583905,0,0,0,0,0,0
808583906,0,0,0,0,0,0
808679017,0,0,0,0,0,0
808679219,0,0,0,0,0,0
808679221,0,0,0,0,0,0
808679224,0,0,0,0,0,1
808679701,0,0,0,0,0,0
808679702,0,0,0,0,0,0
808679703,0,0,0,0,0,0
808679807,0,0,0,0,0,0
808679808,0,0,0,1,0,0
808679809,0,0,0,0,0,0
808748212,0,0,0,0,0,0
808748413,0,0,0,0,0,0
808748414,0,0,0,0,0,0
808786313,0,0,0,0,0,0
808786314,0,0,0,0,0,0
808786316,0,0,0,0,0,0
808786317,0,0,0,0,0,0
808786318,0,0,0,0,0,0
808786601,0,0,0,0,0,0
808786602,0,0,0,1,0,0
808786603,0,0,0,0,0,0
808786604,0,0,0,0,0,0
808786605,0,0,0,1,0,0
808786606,0,0,0,0,0,0
808786719,0,0,0,0,0,0
808786720,0,0,0,0,0,0
808786721,0,0,0,0,0,0
808786722,0,0,0,0,0,0
808786723,0,0,0,0,1,0
808786907,0,0,0,1,0,0
808786908,0,0,0,0,0,0
808786910,0,0,0,0,0,0
808786911,0,0,0,0,0,0
808786912,0,0,0,0,0,0
808794009,0,0,0,0,0,0
808794010,0,0,0,0,0,0
808794011,0,0,0,0,0,0
808794012,0,0,0,0,0,0
808794213,0,0,0,0,0,0
808794218,0,0,0,0,0,0
808794419,0,0,0,0,0,0
808794420,0,0,0,0,0,0
808794421,0,0,0,0,0,0
808794422,0,0,0,1,0,0
808794424,0,0,0,0,0,0
808794801,0,0,0,0,0,0
808794802,0,0,0,0,0,0
808794803,0,0,0,0,0,0
808794804,0,0,0,0,0,0
808794805,0,0,0,0,1,0
808794806,0,0,0,0,0,1
808925321,0,0,0,0,0,0
808925322,0,0,0,0,0,0
808925323,0,0,0,0,0,0
808925324,0,0,0,0,0,0
808925501,0,0,0,0,0,0
808925502,0,0,0,0,0,0
808925503,0,0,0,0,0,0
808925504,0,0,0,0,0,0
808925505,0,0,0,0,0,0
808925506,0,0,0,0,0,0
808925607,0,0,0,0,0,0
808925609,0,0,0,0,1,0
808925610,0,0,0,0,0,0
808925611,0,0,0,0,0,0
808925914,0,0,0,0,0,0
808925915,0,0,0,0,0,0
808925917,0,0,0,0,0,0
808925918,0,0,0,0,0,0
860011301,0,0,0,0,0,0
860011302,0,0,0,0,0,0
860011303,0,0,0,0,0,0
860011305,0,0,0,0,1,0
860011306,0,0,0,0,0,0
860011407,0,0,0,0,0,0
860011408,0,0,0,1,1,1
860011409,0,0,0,0,0,0
860011410,0,0,0,0,0,0
860011412,0,0,0,0,0,0
860011513,0,0,0,0,0,0
860011514,0,0,0,0,0,0
860011515,0,0,0,0,0,0
860011516,0,0,0,0,0,0
860011517,0,0,0,0,0,0
860011518,0,0,0,0,0,0
860028602,0,0,0,0,0,0
860028603,0,0,0,0,0,0
860028604,0,0,0,0,0,0
860028605,0,0,0,0,1,0
860028707,0,0,0,0,0,0
860028708,0,0,0,0,0,0
860028709,0,0,0,0,0,0
860028710,0,0,0,0,0,0
860028712,0,0,0,0,0,0
860028813,0,0,0,0,0,0
860028814,0,0,0,0,0,0
860028815,0,0,0,0,0,0
860028816,0,0,0,0,0,0
860028818,0,0,0,0,0,0
860028920,0,0,0,0,0,0
860028921,0,0,0,0,0,0
860028922,0,0,0,0,0,0
860028924,0,0,0,0,0,0
860035001,0,0,0,0,0,0
860035002,0,0,0,0,0,0
860035003,0,0,0,0,0,0
860035004,0,0,0,1,0,0
860035005,0,0,0,0,0,0
860035006,0,0,0,0,0,0
860035208,0,0,0,0,0,0
860035210,0,0,0,0,0,0
860035212,0,0,0,0,0,0
860035313,0,0,0,0,0,0
860035314,0,0,0,0,0,0
860035315,0,0,0,1,0,0
860035316,0,0,0,0,0,0
860035317,0,0,0,0,1,0
860035318,0,0,0,0,0,0
860035419,0,0,0,0,0,0
860035420,0,0,0,0,0,0
860035421,0,0,0,0,0,0
860035422,0,0,0,0,0,0
860035424,0,0,0,0,0,0
860048501,0,0,0,0,0,0
860048502,0,0,0,0,0,0
860048503,0,0,0,0,0,0
860048504,0,0,0,0,0,0
860048505,0,0,0,0,1,0
860048506,0,0,0,0,0,0
860048607,0,0,0,0,0,0
860048608,0,0,0,0,0,1
860048609,0,0,0,0,0,0
860048610,0,0,0,0,0,0
860048611,0,0,0,0,0,1
860048612,0,0,0,1,0,0
860048713,0,0,0,0,0,0
860048714,0,0,0,0,0,0
860048715,0,0,0,0,0,1
860048716,0,0,0,0,0,0
860048717,0,0,0,0,0,0
860048718,0,0,0,0,0,0
860048819,0,0,0,0,0,0
860048820,0,0,0,0,0,0
860048821,0,0,0,0,0,1
860048822,0,0,0,0,0,0
860048823,0,0,0,0,0,0
860048824,0,0,0,0,0,0
860055008,0,0,0,1,0,0
860055012,0,0,0,0,0,0
860055214,0,0,0,0,0,1
860055215,0,0,0,0,0,0
860055216,0,0,0,1,0,0
860055217,0,0,0,0,0,0
860055320,0,0,0,0,0,0
860055321,0,0,0,0,0,0
860055901,0,0,0,0,0,0
860063401,0,0,0,0,0,0
860063402,0,0,0,0,0,0
860063403,0,0,0,0,0,0
860063404,0,0,0,0,0,0
860063406,0,0,0,0,0,0
860063507,0,0,0,0,0,0
860063508,0,0,0,0,0,0
860063510,0,0,0,0,0,0
860063512,0,0,0,0,0,0
860063614,0,0,0,0,0,0
860063615,0,0,0,0,0,0
860063616,0,0,0,0,0,0
860063617,0,0,0,0,0,0
860063618,0,0,0,0,0,0
860063719,0,0,0,0,0,0
860063720,0,0,0,0,0,1
860063721,0,0,0,0,0,0
860063723,0,0,0,0,0,0
860063724,0,0,0,0,0,0
860071013,0,0,0,0,0,0
860071014,0,0,0,0,0,0
860071016,0,0,0,0,0,0
860071017,0,0,0,0,0,0
860071018,0,0,0,0,0,0
860071219,0,0,0,0,0,0
860071220,0,0,0,0,0,0
860071221,0,0,0,0,1,0
860071222,0,0,0,0,0,0
860071223,0,0,0,0,0,0
860071224,0,0,0,0,1,0
860071801,0,0,0,0,0,0
860071802,0,0,0,0,0,0
860071803,0,0,0,0,0,0
860071804,0,0,0,0,0,0
860071805,0,0,0,0,0,0
860071806,0,0,0,0,0,0
860071907,0,0,0,0,0,0
860071908,0,0,0,0,0,0
860071909,0,0,0,0,0,0
860071911,0,0,0,0,0,0
860071912,0,0,0,0,0,0
860076302,0,0,0,0,0,0
860076303,0,0,0,0,0,0
860076304,0,0,0,0,0,0
860076407,0,0,0,0,0,0
860076408,0,0,0,0,0,0
860076409,0,0,0,0,0,0
860076410,0,0,0,0,0,0
860076514,0,0,0,0,0,0
860076516,0,0,0,0,0,0
860076517,0,0,0,0,0,0
860078601,0,0,0,0,0,1
860078602,0,0,0,0,0,0
860078603,0,0,0,0,0,0
860078604,0,0,0,0,0,0
860078605,0,0,0,0,0,0
860078606,0,0,0,0,0,0
860078707,0,0,0,0,0,0
860078708,0,0,0,0,0,0
860078709,0,0,0,0,0,0
860078710,0,0,0,0,0,1
860078711,0,0,0,0,0,0
860078712,0,0,0,0,0,0
860078813,0,0,0,0,0,0
860078814,0,0,0,0,0,0
860078815,0,0,0,0,0,0
860078816,0,0,0,0,0,1
860078817,0,0,0,0,0,0
860078818,0,0,0,0,0,0
860078919,0,0,0,0,0,0
860078920,0,0,0,0,0,0
860078921,0,0,0,0,0,0
860078922,0,0,0,0,0,0
860078923,0,0,0,0,0,0
860078924,0,0,0,0,0,0
860152023,0,0,0,0,0,0
860152024,0,0,0,0,0,0
860152028,0,0,0,0,0,1
860152206,0,0,0,0,0,1
860152207,0,0,0,0,0,0
860152208,0,0,0,0,0,0
860152209,0,0,0,0,0,0
860152210,0,0,0,0,0,0
860152212,0,0,0,0,0,0
860152214,0,0,0,0,0,0
860152215,0,0,0,0,0,0
860152216,0,0,0,0,0,0
860152317,0,0,0,0,0,0
860152318,0,0,0,0,0,0
860152319,0,0,0,0,0,0
860152320,0,0,0,0,0,0
860152321,0,0,0,0,0,0
860152322,0,0,0,0,0,0
860152401,0,0,0,0,0,0
860152402,0,0,0,0,0,0
860152403,0,0,0,0,0,0
860152404,0,0,0,0,0,0
860152405,0,0,0,0,0,0
860154507,0,0,0,0,0,0
860154509,0,0,0,0,0,0
860154521,0,0,0,0,0,0
860154522,0,0,0,0,0,0
860154523,0,0,0,0,0,0
860154525,0,0,0,0,0,1
860154611,0,0,0,0,0,0
860154612,0,0,0,0,0,0
860154613,0,0,0,0,0,0
860154614,0,0,0,0,0,0
860154615,0,0,0,0,0,0
860154716,0,0,0,0,0,0
860154719,0,0,0,0,0,0
860154720,0,0,0,0,0,0
860154802,0,0,0,0,0,0
860154803,0,0,0,0,0,0
860154804,0,0,0,0,0,0
860154805,0,0,0,0,0,0
860171007,0,0,0,0,0,0
860171008,0,0,0,0,0,0
860171009,0,0,0,0,0,0
860171010,0,0,0,0,0,0
860171011,0,0,0,0,0,0
860171012,0,0,0,0,0,0
860171213,0,0,0,0,0,1
860171214,0,0,0,0,0,0
860171215,0,0,0,0,0,0
860171216,0,0,0,0,0,0
860171217,0,0,0,0,0,0
860171321,0,0,0,0,0,0
860171901,0,0,0,0,0,0
860171902,0,0,0,0,0,1
860171904,0,0,0,0,0,1
860171905,0,0,0,0,0,0
860171906,0,0,0,0,0,0
860206715,0,0,0,1,0,0
860206909,0,0,0,1,0,0
860259606,0,0,0,0,0,0
860259607,0,0,0,0,0,0
860259609,0,0,0,0,0,0
860259610,0,0,0,0,0,0
860259718,0,0,0,0,0,0
860259801,0,0,0,0,1,1
860259802,0,0,0,0,0,0
860259804,0,0,0,0,0,0
860259805,0,0,0,0,0,0
860259911,0,0,0,0,0,0
860259912,0,0,0,0,1,0
860263027,0,0,0,0,0,0
860263202,0,0,0,0,0,0
860263306,0,0,0,0,0,0
860263307,0,0,0,0,0,1
860293501,0,0,0,0,0,0
860293502,0,0,0,0,0,0
860293504,0,0,0,0,0,0
860293505,0,0,0,0,0,0
860293516,0,0,0,0,0,1
860293518,0,0,0,0,0,0
860293519,0,0,0,0,0,0
860293607,0,0,0,0,0,0
860293608,0,0,0,0,0,0
860293610,0,0,0,0,0,0
860293711,0,0,0,0,0,0
860293712,0,0,0,0,0,0
860293713,0,0,0,0,0,0
860293714,0,0,0,0,0,0
860293715,0,0,0,0,0,0
860293824,0,0,0,0,0,0
860293825,0,0,0,0,1,0
860293826,0,0,0,0,0,0
860304021,0,0,0,0,0,0
860304022,0,0,0,0,1,0
860304024,0,0,0,0,1,1
860304025,0,0,0,0,1,0
860304206,0,0,0,0,1,0
860304207,0,0,0,0,1,0
860304209,0,0,0,0,0,0
860304216,0,0,0,0,1,0
860304217,0,0,0,0,1,0
860304219,0,0,0,0,1,0
860304220,0,0,0,0,0,0
860304312,0,0,0,0,0,0
860304313,0,0,0,0,0,0
860304314,0,0,0,0,0,0
860304901,0,0,0,0,1,0
860304902,0,0,0,0,0,0
860304903,0,0,0,0,1,0
860304904,0,0,0,0,0,0
860304905,0,0,0,0,1,0
860309021,0,0,0,0,1,0
860309022,0,0,0,0,1,0
860309024,0,0,0,0,1,0
860309025,0,0,0,0,1,0
860309201,0,0,0,0,0,0
860309202,0,0,0,0,0,0
860309203,0,0,0,0,0,0
860309205,0,0,0,0,1,0
860309211,0,0,0,0,0,0
860309212,0,0,0,0,0,0
860309213,0,0,0,0,1,0
860309214,0,0,0,0,1,0
860309215,0,0,0,0,0,0
860309306,0,0,0,0,1,0
860309307,0,0,0,0,1,0
860309308,0,0,0,0,1,0
860309309,0,0,0,0,0,0
860309310,0,0,0,0,1,0
860309916,0,0,0,0,1,0
860309918,0,0,0,0,1,0
860309920,0,0,0,0,0,0
860320406,0,0,0,0,1,0
860320407,0,0,0,0,0,0
860320408,0,0,0,0,1,0
860320409,0,0,0,0,1,0
860320410,0,0,0,0,0,0
860320421,0,0,0,0,0,0
860320422,0,0,0,0,0,0
860320423,0,0,0,0,1,0
860320424,0,0,0,0,0,0
860320425,0,0,0,0,0,0
860320511,0,0,0,0,1,0
860320601,0,0,0,0,1,0
860320604,0,0,0,0,0,0
860320605,0,0,0,0,0,0
860320716,0,0,0,0,1,0
860320717,0,0,0,0,0,0
860320719,0,0,0,0,1,0
860320720,0,0,0,0,0,0
860337015,0,0,0,0,0,0
860337016,0,0,0,0,1,0
860337017,0,0,0,0,1,0
860337018,0,0,0,0,1,0
860337019,0,0,0,0,0,0
860337801,0,0,0,0,0,0
860337802,0,0,0,0,0,0
860337803,0,0,0,0,1,0
860337804,0,0,0,0,1,0
860337805,0,0,0,0,0,0
860337806,0,0,0,0,1,0
860337807,0,0,0,0,0,0
860337808,0,0,0,0,1,0
860337809,0,0,0,0,1,0
860337911,0,0,0,0,0,0
860337912,0,0,0,0,0,0
860337914,0,0,0,0,1,0
860369714,0,0,0,1,0,0
860376201,0,0,0,0,0,0
860376202,0,0,0,0,0,0
860376203,0,0,0,0,0,0
860376204,0,0,0,0,0,0
860376205,0,0,0,0,0,0
860376221,0,0,0,0,0,0
860376222,0,0,0,0,0,0
860376223,0,0,0,0,0,0
860376224,0,0,0,0,0,0
860376225,0,0,0,0,0,0
860376226,0,0,0,0,0,1
860376313,0,0,0,0,0,0
860376314,0,0,0,0,0,0
860376315,0,0,0,0,1,0
860376406,0,0,0,0,0,1
860376407,0,0,0,0,0,0
860376408,0,0,0,0,0,0
860376409,0,0,0,0,0,0
860376410,0,0,0,0,0,0
860376516,0,0,0,0,0,0
860376517,0,0,0,0,0,0
860376518,0,0,0,0,0,0
860376519,0,0,0,1,0,0
860376520,0,0,0,0,0,0
860460601,0,0,0,0,0,0
860460603,0,0,0,0,0,0
860460604,0,0,0,0,0,1
860460605,0,0,0,0,0,0
860460606,0,0,0,0,0,0
860460707,0,0,0,0,0,0
860460708,0,0,0,0,0,1
860460709,0,0,0,0,0,0
860460710,0,0,0,0,0,0
860460711,0,0,0,0,0,1
860460712,0,0,0,0,1,0
860460813,0,0,0,0,0,0
860460814,0,0,0,0,0,0
860460815,0,0,0,0,0,1
860460816,0,0,0,0,0,0
860460818,0,0,0,0,0,0
860460919,0,0,0,0,0,0
860460920,0,0,0,0,0,0
860460921,0,0,0,0,0,0
860460922,0,0,0,0,0,0
860460923,0,0,0,0,0,0
860460924,0,0,0,0,0,0
860530522,0,0,0,1,0,0
860530524,0,0,0,0,0,0
860530602,0,0,0,0,0,1
860530603,0,0,0,0,0,0
860530604,0,0,0,0,0,0
860530605,0,0,0,0,0,0
860557021,0,0,0,0,0,0
860557022,0,0,0,0,0,1
860557023,0,0,0,0,0,1
860557024,0,0,0,0,0,0
860557025,0,0,0,0,0,0
860557201,0,0,0,0,0,0
860557202,0,0,0,0,1,0
860557203,0,0,0,0,0,0
860557204,0,0,0,0,0,0
860557205,0,0,0,0,0,0
860557211,0,0,0,0,0,1
860557212,0,0,0,0,1,0
860557215,0,0,0,1,0,0
860557806,0,0,0,0,0,0
860557808,0,0,0,0,0,0
860557809,0,0,0,0,0,0
860557810,0,0,0,0,0,0
860557917,0,0,0,0,1,0
860557918,0,0,0,1,1,0
860557919,0,0,0,0,1,0
860557920,0,0,0,0,1,0
860577021,0,0,0,0,0,0
860577022,0,0,0,0,0,0
860585202,0,0,0,0,0,0
860585203,0,0,0,0,0,0
860585204,0,0,0,0,0,0
860585205,0,0,0,0,0,0
860585206,0,0,0,0,0,0
860585307,0,0,0,0,0,0
860585309,0,0,0,0,0,0
860585310,0,0,0,0,0,0
860585311,0,0,0,0,0,0
860585312,0,0,0,0,0,0
860585417,0,0,0,0,0,0
860585418,0,0,0,0,0,0
860585519,0,0,0,0,0,0
860585520,0,0,0,0,0,0
860585521,0,0,0,0,0,0
860585522,0,0,0,0,0,0
860585523,0,0,0,0,0,0
860659601,0,0,0,0,0,0
860659605,0,0,0,1,0,0
860659622,0,0,0,0,0,0
860659623,0,0,0,0,0,0
860659713,0,0,0,0,0,0
860659714,0,0,0,0,0,0
860659715,0,0,0,0,0,0
860659808,0,0,0,0,1,0
860659809,0,0,0,0,0,0
860659810,0,0,0,0,0,0
860659811,0,0,0,0,0,0
860659919,0,0,0,0,0,0
860659920,0,0,0,0,0,0
860659921,0,0,0,0,0,0
860699507,0,0,0,0,0,1
860699514,0,0,0,0,1,0
860699605,0,0,0,0,0,0
860731207,0,0,0,0,0,0
860731210,0,0,0,0,0,0
860731303,0,0,0,0,0,0
860739014,0,0,0,0,0,0
860739017,0,0,0,0,0,0
860739323,0,0,0,0,0,0
860739327,0,0,0,0,0,0
860739419,0,0,0,0,0,0
860739422,0,0,0,0,0,0
860743411,0,0,0,0,0,0
860743412,0,0,0,0,0,0
860743413,0,0,0,0,0,0
860743414,0,0,0,0,1,1
860743415,0,0,0,0,0,0
860743421,0,0,0,0,0,0
860743422,0,0,0,0,0,1
860743423,0,0,0,0,0,0
860743424,0,0,0,0,0,0
860743425,0,0,0,0,0,0
860743426,0,0,0,0,0,1
860743506,0,0,0,0,0,0
860743507,0,0,0,0,0,0
860743509,0,0,0,0,0,0
860743510,0,0,1,0,0,0
860743616,0,0,0,0,0,1
860743617,0,0,0,0,0,0
860743618,0,0,0,0,0,0
860743620,0,0,0,0,0,0
860743702,0,0,0,0,0,0
860743703,0,0,0,0,0,0
860743705,0,0,0,0,0,0
860777022,0,0,0,0,0,0
860777023,0,0,0,0,0,0
860777207,0,0,0,0,0,0
860777210,0,0,0,0,0,0
860777220,0,0,0,0,0,0
860777811,0,0,0,0,0,0
860777812,0,0,0,0,0,0
860777813,0,0,0,0,0,0
860777815,0,0,0,0,0,0
860777901,0,0,0,0,0,0
860777904,0,0,0,0,0,0
860777905,0,0,0,0,0,1
860790001,0,0,0,0,0,0
860790002,0,0,0,0,0,0
860790004,0,0,0,0,0,0
860790212,0,0,0,0,0,0
860790213,0,0,0,0,0,0
860790214,0,0,0,0,0,0
860790215,0,0,0,0,0,0
860790216,0,0,0,0,0,0
860790218,0,0,0,0,0,0
860790219,0,0,0,0,0,0
860790221,0,0,0,0,0,0
860790308,0,0,0,0,0,0
860790309,0,0,0,0,1,0
860790310,0,0,0,0,0,0
860790311,0,0,0,0,0,0
860790423,0,0,0,0,1,0
860790424,0,0,0,0,0,0
860790425,0,0,0,0,0,0
860790426,0,0,0,0,0,0
860805317,0,0,0,0,0,0
860805318,0,0,0,0,0,0
860805319,0,0,0,0,0,0
860805320,0,0,0,0,0,0
860805321,0,0,0,0,0,1
860805324,0,0,0,0,0,0
860805325,0,0,0,0,0,0
860805326,0,0,0,0,0,0
860805327,0,0,0,0,0,0
860805401,0,0,0,0,0,1
860805402,0,0,0,0,0,0
860805403,0,0,0,0,0,0
860805404,0,0,0,0,0,0
860805405,0,0,0,0,0,1
860805512,0,0,0,0,0,0
860805513,0,0,0,0,0,0
860805514,0,0,0,0,0,0
860805515,0,0,0,0,0,0
860805607,0,0,0,0,0,0
860805608,0,0,0,0,0,0
860805609,0,0,0,0,0,0
860805610,0,0,0,0,0,0
860810006,0,0,0,0,0,0
860810008,0,0,0,0,0,0
860810009,0,0,0,0,0,0
860810010,0,0,0,0,0,0
860810701,0,0,0,0,0,0
860810702,0,0,0,0,0,0
860810703,0,0,0,0,0,0
860810705,0,0,0,0,0,0
860810711,0,0,0,0,0,1
860810713,0,0,0,0,0,0
860810714,0,0,0,0,0,0
860810715,0,0,0,0,0,0
860810822,0,0,0,0,0,0
860810825,0,0,0,0,0,0
860810826,0,0,0,0,0,0
860810917,0,0,0,0,0,0
860810918,0,0,0,0,0,0
860810919,0,0,0,0,0,1
860810920,0,0,0,0,0,0
860810921,0,0,0,0,0,0
860826202,0,0,0,0,0,0
860826203,0,0,0,0,0,0
860826204,0,0,0,0,0,0
860826211,0,0,0,0,0,0
860826212,0,0,0,0,0,0
860826214,0,0,0,0,0,0
860826215,0,0,0,0,0,0
860826308,0,0,0,0,0,0
860826309,0,0,0,1,0,0
860826416,0,0,0,0,0,0
860826419,0,0,0,0,0,0
860826420,0,0,0,0,0,0
860870406,0,0,0,0,0,0
860870407,0,0,0,0,0,0
860870408,0,0,0,0,0,0
860870409,0,0,0,0,0,0
860870413,0,0,0,0,0,0
860870414,0,0,0,0,0,0
860870520,0,0,0,0,0,0
860870521,0,0,0,0,0,0
860870522,0,0,0,0,0,0
860870523,0,0,0,0,0,0
860870524,0,0,0,0,1,0
860870616,0,0,0,0,0,1
860870617,0,0,0,0,0,0
860870618,0,0,0,0,0,0
860870619,0,0,0,0,0,0
860870701,0,0,0,0,0,0
860870702,0,0,0,0,0,0
860870703,0,0,0,0,0,0
860870704,0,0,0,0,0,0
860870705,0,0,0,0,0,0
860875013,0,0,0,0,0,0
860875014,0,0,0,0,0,1
860875015,0,0,0,0,0,0
860875017,0,0,0,0,0,0
860875018,0,0,0,0,0,0
860875219,0,0,0,0,0,0
860875220,0,0,0,0,0,0
860875221,0,0,0,0,0,0
860875223,0,0,0,0,0,0
860875224,0,0,0,0,0,0
860875801,0,0,0,0,0,0
860875803,0,0,0,0,0,0
860875804,0,0,0,0,0,0
860875806,0,0,0,0,0,0
860875907,0,0,0,0,0,0
860875908,0,0,0,0,0,0
860875909,0,0,0,0,0,0
860875910,0,0,0,0,0,0
860875911,0,0,0,1,0,0
860875912,0,0,0,0,0,0
860885301,0,0,0,0,0,0
860885303,0,0,0,0,1,0
860885304,0,0,0,0,0,0
860885305,0,0,0,0,0,0
860885306,0,0,0,0,0,0
860885407,0,0,0,0,0,0
860885408,0,0,0,0,0,0
860885409,0,0,0,0,0,0
